id,keywords,query,num_altered,altered_ids
43200d1e5c86e555,"[""['bell pepper']""]","A bell pepper",8,"['43200d1e5c86e555_m0jg57_e046de35_OpenImages_StableDiffusion_v5', '43200d1e5c86e555_m0jg57_a275b772_OpenImages_OpenJourney', '43200d1e5c86e555_m0jg57_e046de35_OpenImages_StableDiffusion_v4', '43200d1e5c86e555_m0jg57_7a29d137_OpenImages_Kandinsky_2_2', '43200d1e5c86e555_m0jg57_442b2b39_OpenImages_StableDiffusion_v5', '43200d1e5c86e555_m0jg57_63b6588b_OpenImages_StableDiffusion_v4', '43200d1e5c86e555_m0jg57_a275b772_OpenImages_StableDiffusion_v5', '43200d1e5c86e555_m0jg57_7a29d137_OpenImages_OpenJourney']"
580b2fe0333192e0,"[""['coffee (drink)', 'coffee cup']""]","A cup of coffee",3,"['580b2fe0333192e0_m02vqfm_32b94d0d_OpenImages_OpenJourney', '580b2fe0333192e0_m02p5f1q_81b4c802_OpenImages_StableDiffusion_v4', '580b2fe0333192e0_m02p5f1q_81b4c802_OpenImages_StableDiffusion_v5']"
16af0e13b34bbe4d,"[""['banana']""]","A banana",7,"['16af0e13b34bbe4d_m09qck_408e71c3_OpenImages_StableDiffusion_v5', '16af0e13b34bbe4d_m09qck_87ec5d99_OpenImages_StableDiffusion_v5', '16af0e13b34bbe4d_m09qck_7534fa70_OpenImages_OpenJourney', '16af0e13b34bbe4d_m09qck_fcf1d5b3_OpenImages_OpenJourney', '16af0e13b34bbe4d_m09qck_408e71c3_OpenImages_OpenJourney', '16af0e13b34bbe4d_m09qck_9097e755_OpenImages_OpenJourney', '16af0e13b34bbe4d_m09qck_1d005556_OpenImages_OpenJourney']"
701d9f182fd8b979,"[""['coffee cup', 'bowl', 'mixing bowl']""]","A mixing bowl and a coffee cup",4,"['701d9f182fd8b979_m03hj559_cbd04d7e_OpenImages_StableDiffusion_v5', '701d9f182fd8b979_m03hj559_cbd04d7e_OpenImages_StableDiffusion_XL', '701d9f182fd8b979_m03hj559_cbd04d7e_OpenImages_Kandinsky_2_2', '701d9f182fd8b979_m02p5f1q_9e17ec66_OpenImages_Kandinsky_2_2']"
08e0a62e92643799,"[""['toy']""]","A toy",3,"['08e0a62e92643799_m0138tl_26a3f880_OpenImages_StableDiffusion_v5', '08e0a62e92643799_m0138tl_26a3f880_OpenImages_StableDiffusion_v4', '08e0a62e92643799_m0138tl_26a3f880_OpenImages_Kandinsky_2_2']"
6a951ffda4eb0a0b,"[""['leopard', 'cheetah', 'jaguar (animal)']""]","A leopard or a cheeta or a jaguar",6,"['6a951ffda4eb0a0b_m0c29q_3b6d8e40_OpenImages_Kandinsky_2_2', '6a951ffda4eb0a0b_m0cd4d_32e0bc8e_OpenImages_StableDiffusion_v5', '6a951ffda4eb0a0b_m0c29q_aaa1beaf_OpenImages_Kandinsky_2_2', '6a951ffda4eb0a0b_m0cd4d_790c6fb7_OpenImages_StableDiffusion_v4', '6a951ffda4eb0a0b_m0c29q_aaa1beaf_OpenImages_StableDiffusion_XL', '6a951ffda4eb0a0b_m0c29q_3b6d8e40_OpenImages_StableDiffusion_v5']"
05122205d3994c32,"[""['potato']""]","A potato",9,"['05122205d3994c32_m05vtc_d52573a4_OpenImages_Kandinsky_2_2', '05122205d3994c32_m05vtc_f1b9f1f2_OpenImages_Kandinsky_2_2', '05122205d3994c32_m05vtc_77413147_OpenImages_StableDiffusion_v5', '05122205d3994c32_m05vtc_198cc865_OpenImages_Kandinsky_2_2', '05122205d3994c32_m05vtc_f1b9f1f2_OpenImages_StableDiffusion_v4', '05122205d3994c32_m05vtc_198cc865_OpenImages_OpenJourney', '05122205d3994c32_m05vtc_198cc865_OpenImages_StableDiffusion_XL', '05122205d3994c32_m05vtc_198cc865_OpenImages_StableDiffusion_v5', '05122205d3994c32_m05vtc_48bb97ee_OpenImages_OpenJourney']"
229069c3eadf0cc4,"[""['coffee cup']""]","A coffee cup",3,"['229069c3eadf0cc4_m02p5f1q_704145db_OpenImages_StableDiffusion_v5', '229069c3eadf0cc4_m02p5f1q_704145db_OpenImages_StableDiffusion_XL', '229069c3eadf0cc4_m02p5f1q_704145db_OpenImages_Kandinsky_2_2']"
873d1d9c65b7b7a1,"[""['swimwear']""]","Swimwear",3,"['873d1d9c65b7b7a1_m01gkx__557269d4_OpenImages_StableDiffusion_XL', '873d1d9c65b7b7a1_m01gkx__cacf7380_OpenImages_OpenJourney', '873d1d9c65b7b7a1_m01gkx__557269d4_OpenImages_Kandinsky_2_2']"
bff3e167dd9ba4e8,"[""['muffin', 'cake']""]","A muffin cake",3,"['bff3e167dd9ba4e8_m01tcjp_e014c3e6_OpenImages_OpenJourney', 'bff3e167dd9ba4e8_m01tcjp_05ef5d51_OpenImages_StableDiffusion_v5', 'bff3e167dd9ba4e8_m01tcjp_05ef5d51_OpenImages_StableDiffusion_XL']"
9cb33c4f6356a3c5,"[""['pizza', 'cheese']""]","A cheese pizza",5,"['9cb33c4f6356a3c5_m01nkt_16ff5af2_OpenImages_Kandinsky_2_2', '9cb33c4f6356a3c5_m01nkt_06e518fc_OpenImages_Kandinsky_2_2', '9cb33c4f6356a3c5_m01nkt_e636de35_OpenImages_OpenJourney', '9cb33c4f6356a3c5_m0663v_ab017d29_OpenImages_StableDiffusion_XL', '9cb33c4f6356a3c5_m01nkt_e636de35_OpenImages_StableDiffusion_XL']"
200eaae66a594057,"[""['jeans', 'trousers']""]","Jeans or trousers",6,"['200eaae66a594057_m0fly7_a8485f64_OpenImages_Kandinsky_2_2', '200eaae66a594057_m0fly7_6a49ef32_OpenImages_Kandinsky_2_2', '200eaae66a594057_m0fly7_9c3462c1_OpenImages_OpenJourney', '200eaae66a594057_m0fly7_6a49ef32_OpenImages_StableDiffusion_v4', '200eaae66a594057_m07mhn_0ffe3648_OpenImages_StableDiffusion_v4', '200eaae66a594057_m0fly7_6a49ef32_OpenImages_StableDiffusion_XL']"
875338d0d45abc20,"[""['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']""]","A coctail with juice and an orange and lemon",6,"['875338d0d45abc20_m01z1kdw_f25f653a_OpenImages_OpenJourney', '875338d0d45abc20_m0cyhj__3bddb370_OpenImages_StableDiffusion_XL', '875338d0d45abc20_m0cyhj__3bddb370_OpenImages_OpenJourney', '875338d0d45abc20_m0cyhj__3bddb370_OpenImages_Kandinsky_2_2', '875338d0d45abc20_m09k_b_589d2492_OpenImages_StableDiffusion_v5', '875338d0d45abc20_m0cyhj__3bddb370_OpenImages_OpenJourney']"
4f7111413fecde01,"[""['high heels']""]","High heels",4,"['4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_StableDiffusion_v5', '4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_Kandinsky_2_2', '4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_OpenJourney', '4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_OpenJourney']"
408e6a6f9f0ab7f3,"[""['high heels', 'trousers', 'dress', 'belt', 'boot']""]","High heels, trousers, a dress, a belt and a boot",3,"['408e6a6f9f0ab7f3_m01b638_659383f2_OpenImages_OpenJourney', '408e6a6f9f0ab7f3_m06k2mb_648816f5_OpenImages_OpenJourney', '408e6a6f9f0ab7f3_m07mhn_05cefcfd_OpenImages_StableDiffusion_v4']"
802539e8caa1611d,"[""['car', 'vehicle registration plate']""]","A car with a vehicle registration plate",4,"['802539e8caa1611d_m01jfm__c569cf04_OpenImages_StableDiffusion_v4', '802539e8caa1611d_m01jfm__c569cf04_OpenImages_OpenJourney', '802539e8caa1611d_m0k4j_bec290b3_OpenImages_OpenJourney', '802539e8caa1611d_m0k4j_bec290b3_OpenImages_StableDiffusion_v4']"
f84355fd72ad8eb1,"[""['grape']""]","A grape",6,"['f84355fd72ad8eb1_m0388q_cc66954d_OpenImages_StableDiffusion_v5', 'f84355fd72ad8eb1_m0388q_9c6f2620_OpenImages_StableDiffusion_v5', 'f84355fd72ad8eb1_m0388q_593ba44b_OpenImages_StableDiffusion_XL', 'f84355fd72ad8eb1_m0388q_0d440df0_OpenImages_StableDiffusion_XL', 'f84355fd72ad8eb1_m0388q_9c60de57_OpenImages_StableDiffusion_v5', 'f84355fd72ad8eb1_m0388q_3e9747df_OpenImages_StableDiffusion_v5']"
d1110b5eb76d4b0e,"[""['orange (fruit)', 'grapefruit']""]","An orange and a grapefruit",4,"['d1110b5eb76d4b0e_m0cyhj__3c31b4fc_OpenImages_StableDiffusion_v5', 'd1110b5eb76d4b0e_m0hqkz_7e005d15_OpenImages_StableDiffusion_XL', 'd1110b5eb76d4b0e_m0hqkz_94416ffb_OpenImages_StableDiffusion_v4', 'd1110b5eb76d4b0e_m0cyhj__586b7107_OpenImages_StableDiffusion_v5']"
69c3fcecd632d261,"[""['bird']""]","A bird",3,"['69c3fcecd632d261_m015p6_ecb85782_OpenImages_StableDiffusion_v5', '69c3fcecd632d261_m015p6_ecb85782_OpenImages_OpenJourney', '69c3fcecd632d261_m015p6_ecb85782_OpenImages_StableDiffusion_XL']"
175d58a18a0bd278,"[""['goose', 'duck']""]","A goose or a duck",5,"['175d58a18a0bd278_m09ddx_75ab843a_OpenImages_StableDiffusion_v4', '175d58a18a0bd278_m0dbvp_99bc467c_OpenImages_StableDiffusion_v4', '175d58a18a0bd278_m09ddx_13ebc4c5_OpenImages_StableDiffusion_v4', '175d58a18a0bd278_m09ddx_efae63ef_OpenImages_Kandinsky_2_2', '175d58a18a0bd278_m0dbvp_09e83a55_OpenImages_StableDiffusion_v4']"
d78a5500403a56c0,"[""['sword', 'dagger']""]","A sword or a dagger",3,"['d78a5500403a56c0_m02gzp_ab6f184a_OpenImages_StableDiffusion_v5', 'd78a5500403a56c0_m06y5r_17b991f9_OpenImages_OpenJourney', 'd78a5500403a56c0_m06y5r_37845d47_OpenImages_StableDiffusion_v5']"
7b4e7878bf1aecb3,"[""['muffin']""]","A muffin",5,"['7b4e7878bf1aecb3_m01tcjp_4d2978b0_OpenImages_OpenJourney', '7b4e7878bf1aecb3_m01tcjp_8536566d_OpenImages_StableDiffusion_v4', '7b4e7878bf1aecb3_m01tcjp_2f8dba73_OpenImages_StableDiffusion_v5', '7b4e7878bf1aecb3_m01tcjp_8536566d_OpenImages_StableDiffusion_v4', '7b4e7878bf1aecb3_m01tcjp_8536566d_OpenImages_Kandinsky_2_2']"
b728aa6f4c5280e3,"[""['vase', 'flowerpot']""]","A flowerpot or a vase",4,"['b728aa6f4c5280e3_m02s195_f807b138_OpenImages_Kandinsky_2_2', 'b728aa6f4c5280e3_m0fm3zh_4f6803f3_OpenImages_OpenJourney', 'b728aa6f4c5280e3_m0fm3zh_7c642e22_OpenImages_OpenJourney', 'b728aa6f4c5280e3_m0fm3zh_6f14c7b2_OpenImages_Kandinsky_2_2']"
5e25bb93819d7e8e,"[""['rabbit']""]","A rabbit",3,"['5e25bb93819d7e8e_m06mf6_73d67b14_OpenImages_StableDiffusion_XL', '5e25bb93819d7e8e_m06mf6_73d67b14_OpenImages_OpenJourney', '5e25bb93819d7e8e_m06mf6_73d67b14_OpenImages_OpenJourney']"
dbc3c0da2f3d57d8,"[""['hippopotamus']""]","A hippopotamus",3,"['dbc3c0da2f3d57d8_m09f20_997733ae_OpenImages_StableDiffusion_v4', 'dbc3c0da2f3d57d8_m09f20_1a694fe4_OpenImages_StableDiffusion_XL', 'dbc3c0da2f3d57d8_m09f20_997733ae_OpenImages_OpenJourney']"
f7dc53f11acde989,"[""['pancake']""]","Pancakes",4,"['f7dc53f11acde989_m01dwwc_3d274f30_OpenImages_StableDiffusion_XL', 'f7dc53f11acde989_m01dwwc_9c41602c_OpenImages_StableDiffusion_v4', 'f7dc53f11acde989_m01dwwc_28e2520f_OpenImages_StableDiffusion_XL', 'f7dc53f11acde989_m01dwwc_9c41602c_OpenImages_StableDiffusion_v4']"
ef1c92617f2a63e3,"[""['woman']""]","A woman",3,"['ef1c92617f2a63e3_m03bt1vf_afcadf69_OpenImages_Kandinsky_2_2', 'ef1c92617f2a63e3_m03bt1vf_ca7eddee_OpenImages_StableDiffusion_v5', 'ef1c92617f2a63e3_m03bt1vf_afcadf69_OpenImages_StableDiffusion_XL']"
8b286a528fde362d,"[""['guitar', 'human body']""]","A human body holding a guitar",3,"['8b286a528fde362d_m0342h_03276800_OpenImages_StableDiffusion_v4', '8b286a528fde362d_m02p0tk3_61142c8a_OpenImages_StableDiffusion_v5', '8b286a528fde362d_m02p0tk3_61142c8a_OpenImages_OpenJourney']"
622e074fe98116c3,"[""['jug', 'pitcher (container)', 'flowerpot', 'vase']""]","A jug or pitcher or a flower vase",5,"['622e074fe98116c3_m054fyh_82839786_OpenImages_StableDiffusion_v4', '622e074fe98116c3_m054fyh_82839786_OpenImages_StableDiffusion_v5', '622e074fe98116c3_m02s195_71c29538_OpenImages_Kandinsky_2_2', '622e074fe98116c3_m02s195_71c29538_OpenImages_StableDiffusion_v4', '622e074fe98116c3_m054fyh_82839786_OpenImages_OpenJourney']"
1f29bf6f469ac1b7,"[""['harbor seal', 'sea lion']""]","A harbor seal or a sea lion",3,"['1f29bf6f469ac1b7_m0gd36_b1b942ba_OpenImages_StableDiffusion_v5', '1f29bf6f469ac1b7_m0gd36_b1b942ba_OpenImages_Kandinsky_2_2', '1f29bf6f469ac1b7_m02l8p9_6b7d5f9c_OpenImages_StableDiffusion_v5']"
fecf91dd4a41cd96,"[""['goldfish', 'fish']""]","A goldfish",5,"['fecf91dd4a41cd96_m0ch_cf_703f7f29_OpenImages_StableDiffusion_XL', 'fecf91dd4a41cd96_m0ch_cf_93a1ce5e_OpenImages_Kandinsky_2_2', 'fecf91dd4a41cd96_m0ch_cf_4149cf67_OpenImages_StableDiffusion_v4', 'fecf91dd4a41cd96_m03fj2_be17d7b2_OpenImages_Kandinsky_2_2', 'fecf91dd4a41cd96_m03fj2_6593784a_OpenImages_StableDiffusion_v5']"
59d728940d54f997,"[""['skirt', 'miniskirt', 'dress']""]","A miniskirt and a dress",4,"['59d728940d54f997_m01cmb2_d70bd3f1_OpenImages_StableDiffusion_v4', '59d728940d54f997_m02wv6h6_0568fe64_OpenImages_StableDiffusion_v5', '59d728940d54f997_m02wv6h6_0568fe64_OpenImages_OpenJourney', '59d728940d54f997_m01d40f_41148274_OpenImages_StableDiffusion_v4']"
b58f1f88f8fbd38a,"[""['starfish']""]","A starfish",3,"['b58f1f88f8fbd38a_m01h8tj_399d73c3_OpenImages_StableDiffusion_v4', 'b58f1f88f8fbd38a_m01h8tj_399d73c3_OpenImages_StableDiffusion_XL', 'b58f1f88f8fbd38a_m01h8tj_399d73c3_OpenImages_StableDiffusion_XL']"
8c1d24dcbaeec096,"[""['barrel']""]","A barrel",6,"['8c1d24dcbaeec096_m02zn6n_e6e157d4_OpenImages_OpenJourney', '8c1d24dcbaeec096_m02zn6n_3fab2915_OpenImages_StableDiffusion_XL', '8c1d24dcbaeec096_m02zn6n_913e6894_OpenImages_OpenJourney', '8c1d24dcbaeec096_m02zn6n_e6e157d4_OpenImages_StableDiffusion_v5', '8c1d24dcbaeec096_m02zn6n_c876990d_OpenImages_StableDiffusion_v5', '8c1d24dcbaeec096_m02zn6n_c876990d_OpenImages_StableDiffusion_XL']"
5de7fc6ecb724cff,"[""['tie', 'trousers']""]","A tie and trousers",8,"['5de7fc6ecb724cff_m07mhn_e8875a14_OpenImages_StableDiffusion_v4', '5de7fc6ecb724cff_m07mhn_a228a16a_OpenImages_StableDiffusion_XL', '5de7fc6ecb724cff_m07mhn_86811b89_OpenImages_StableDiffusion_XL', '5de7fc6ecb724cff_m07mhn_86811b89_OpenImages_StableDiffusion_XL', '5de7fc6ecb724cff_m07mhn_e8875a14_OpenImages_Kandinsky_2_2', '5de7fc6ecb724cff_m07mhn_86811b89_OpenImages_StableDiffusion_v4', '5de7fc6ecb724cff_m07mhn_a228a16a_OpenImages_Kandinsky_2_2', '5de7fc6ecb724cff_m07mhn_86811b89_OpenImages_StableDiffusion_v5']"
7ca419af2bf4b432,"[""['aircraft', 'fixed-wing aircraft']""]","An aircraft",4,"['7ca419af2bf4b432_m0k5j_ea45c512_OpenImages_StableDiffusion_XL', '7ca419af2bf4b432_m0k5j_6c1e3952_OpenImages_StableDiffusion_v5', '7ca419af2bf4b432_m0k5j_ea45c512_OpenImages_StableDiffusion_v4', '7ca419af2bf4b432_m0k5j_b22d7040_OpenImages_StableDiffusion_XL']"
5c9e024962d5f0a7,"[""['motorcycle']""]","A motorcycle",3,"['5c9e024962d5f0a7_m04_sv_df3b233a_OpenImages_StableDiffusion_v5', '5c9e024962d5f0a7_m04_sv_df3b233a_OpenImages_StableDiffusion_v4', '5c9e024962d5f0a7_m04_sv_df3b233a_OpenImages_OpenJourney']"
516a2419668bd201,"[""['broccoli']""]","Broccoli",5,"['516a2419668bd201_m0hkxq_5077f0b8_OpenImages_StableDiffusion_v5', '516a2419668bd201_m0hkxq_0f4ac47a_OpenImages_Kandinsky_2_2', '516a2419668bd201_m0hkxq_123c93df_OpenImages_StableDiffusion_v5', '516a2419668bd201_m0hkxq_0f4ac47a_OpenImages_OpenJourney', '516a2419668bd201_m0hkxq_b239fe49_OpenImages_StableDiffusion_v5']"
500b6180c0d29747,"[""['winter melon', 'squash (plant)']""]","A winter melon or squash",8,"['500b6180c0d29747_m0dv77_7c88f2a8_OpenImages_StableDiffusion_v4', '500b6180c0d29747_m02cvgx_1c7b3a13_OpenImages_StableDiffusion_XL', '500b6180c0d29747_m0dv77_8a9c1ce6_OpenImages_OpenJourney', '500b6180c0d29747_m0dv77_5553a103_OpenImages_StableDiffusion_v5', '500b6180c0d29747_m0dv77_dc8ba20f_OpenImages_OpenJourney', '500b6180c0d29747_m0dv77_ae3c5d8c_OpenImages_StableDiffusion_v4', '500b6180c0d29747_m02cvgx_9921b2ff_OpenImages_StableDiffusion_v5', '500b6180c0d29747_m0dv77_93d5407a_OpenImages_StableDiffusion_XL']"
18eedb7aeb04344a,"[""['drink', 'beer']""]","A glass of beer",5,"['18eedb7aeb04344a_m0271t_5152465c_OpenImages_StableDiffusion_XL', '18eedb7aeb04344a_m0271t_5152465c_OpenImages_Kandinsky_2_2', '18eedb7aeb04344a_m01599_90771dd1_OpenImages_OpenJourney', '18eedb7aeb04344a_m01599_90771dd1_OpenImages_Kandinsky_2_2', '18eedb7aeb04344a_m0271t_5152465c_OpenImages_StableDiffusion_v5']"
2406df385f602b9b,"[""['zucchini', 'cucumber']""]","A zucchini or cucumber",4,"['2406df385f602b9b_m015x4r_c8f970ba_OpenImages_StableDiffusion_v5', '2406df385f602b9b_m027pcv_ab204586_OpenImages_StableDiffusion_v4', '2406df385f602b9b_m015x4r_c8f970ba_OpenImages_OpenJourney', '2406df385f602b9b_m015x4r_c7f986b1_OpenImages_StableDiffusion_XL']"
b755836a8af2024b,"[""['balloon']""]","A balloon",3,"['b755836a8af2024b_m01j51_1a34de7b_OpenImages_OpenJourney', 'b755836a8af2024b_m01j51_1a34de7b_OpenImages_StableDiffusion_XL', 'b755836a8af2024b_m01j51_8c5f42ad_OpenImages_StableDiffusion_v4']"
b81faf1b4bff0153,"[""['canoe']""]","A canoe",3,"['b81faf1b4bff0153_m0ph39_caeb75bd_OpenImages_StableDiffusion_XL', 'b81faf1b4bff0153_m0ph39_caeb75bd_OpenImages_OpenJourney', 'b81faf1b4bff0153_m0ph39_3caf6f91_OpenImages_OpenJourney']"
e86eaa23da78ed96,"[""['van', 'limousine']""]","A van and a limousine",4,"['e86eaa23da78ed96_m0h2r6_c7a2144b_OpenImages_StableDiffusion_XL', 'e86eaa23da78ed96_m01lcw4_c0819e5b_OpenImages_Kandinsky_2_2', 'e86eaa23da78ed96_m01lcw4_c0819e5b_OpenImages_Kandinsky_2_2', 'e86eaa23da78ed96_m01lcw4_c0819e5b_OpenImages_StableDiffusion_XL']"
57d9906180d7a87d,"[""['surfboard', 'swimwear']""]","A surfboard and swimwear",3,"['57d9906180d7a87d_m01gkx__e559119a_OpenImages_StableDiffusion_v4', '57d9906180d7a87d_m01gkx__e559119a_OpenImages_Kandinsky_2_2', '57d9906180d7a87d_m01gkx__e559119a_OpenImages_StableDiffusion_XL']"
ee2687b634bb8fbe,"[""['croissant', 'bread']""]","A croissant and some bread",4,"['ee2687b634bb8fbe_m015wgc_a9d392f2_OpenImages_OpenJourney', 'ee2687b634bb8fbe_m015wgc_93e1ccd0_OpenImages_OpenJourney', 'ee2687b634bb8fbe_m015wgc_7f374f78_OpenImages_StableDiffusion_XL', 'ee2687b634bb8fbe_m015wgc_8e34bbc2_OpenImages_StableDiffusion_XL']"
2c5681a1d46ea716,"[""['cake', 'strawberry']""]","A strawberry cake",4,"['2c5681a1d46ea716_m07fbm7_0e48fd4f_OpenImages_StableDiffusion_v4', '2c5681a1d46ea716_m07fbm7_56eae7d0_OpenImages_OpenJourney', '2c5681a1d46ea716_m07fbm7_d36d661f_OpenImages_StableDiffusion_v4', '2c5681a1d46ea716_m07fbm7_cf063a41_OpenImages_StableDiffusion_XL']"
8865694899bc5737,"[""['goose']""]","A goose",5,"['8865694899bc5737_m0dbvp_db5b17e2_OpenImages_StableDiffusion_XL', '8865694899bc5737_m0dbvp_cb20ba7e_OpenImages_Kandinsky_2_2', '8865694899bc5737_m0dbvp_cb20ba7e_OpenImages_StableDiffusion_XL', '8865694899bc5737_m0dbvp_8c37821e_OpenImages_StableDiffusion_v5', '8865694899bc5737_m0dbvp_824adbd8_OpenImages_StableDiffusion_v4']"
591039865a4d874a,"[""['mobile phone', 'ipod']""]","A mobile phone and an ipod",6,"['591039865a4d874a_m050k8_6d432a32_OpenImages_Kandinsky_2_2', '591039865a4d874a_m050k8_8ba80f18_OpenImages_StableDiffusion_v5', '591039865a4d874a_m050k8_8ba80f18_OpenImages_StableDiffusion_v4', '591039865a4d874a_m050k8_c6645567_OpenImages_StableDiffusion_v5', '591039865a4d874a_m050k8_6d432a32_OpenImages_StableDiffusion_XL', '591039865a4d874a_m050k8_6d432a32_OpenImages_Kandinsky_2_2']"
58d5304378bd430b,"[""['shark', 'whale']""]","A shark whale",3,"['58d5304378bd430b_m0by6g_3af5152a_OpenImages_StableDiffusion_v4', '58d5304378bd430b_m084zz_caeabb80_OpenImages_Kandinsky_2_2', '58d5304378bd430b_m0by6g_3af5152a_OpenImages_OpenJourney']"
9157d7a27084111b,"[""['studio couch', 'sofa bed', 'couch']""]","A studio couch and a sofa bed",6,"['9157d7a27084111b_m026qbn5_a304e722_OpenImages_StableDiffusion_v5', '9157d7a27084111b_m02crq1_43d9321c_OpenImages_StableDiffusion_v5', '9157d7a27084111b_m03m3pdh_01de6e4a_OpenImages_StableDiffusion_XL', '9157d7a27084111b_m02crq1_34c7238e_OpenImages_StableDiffusion_XL', '9157d7a27084111b_m02crq1_43d9321c_OpenImages_StableDiffusion_XL', '9157d7a27084111b_m02crq1_34c7238e_OpenImages_StableDiffusion_v5']"
4211b2a300991531,"[""['fixed-wing aircraft']""]","A fixed-wing aircraft",3,"['4211b2a300991531_m0cmf2_24614f5b_OpenImages_StableDiffusion_v5', '4211b2a300991531_m0cmf2_24614f5b_OpenImages_StableDiffusion_v4', '4211b2a300991531_m0cmf2_24614f5b_OpenImages_OpenJourney']"
77342c4f2ac0f91b,"[""['goose', 'duck', 'swan']""]","A goose a duck and a swan",5,"['77342c4f2ac0f91b_m09ddx_3abe9daf_OpenImages_OpenJourney', '77342c4f2ac0f91b_m0dftk_bbe61fec_OpenImages_OpenJourney', '77342c4f2ac0f91b_m09ddx_3abe9daf_OpenImages_OpenJourney', '77342c4f2ac0f91b_m0dftk_a7d1e762_OpenImages_StableDiffusion_XL', '77342c4f2ac0f91b_m09ddx_b2f186d3_OpenImages_StableDiffusion_XL']"
1c68ec73964a0332,"[""['camel']""]","A camel",5,"['1c68ec73964a0332_m01x_v_5a8585bc_OpenImages_OpenJourney', '1c68ec73964a0332_m01x_v_da090dc3_OpenImages_Kandinsky_2_2', '1c68ec73964a0332_m01x_v_98712b01_OpenImages_StableDiffusion_v5', '1c68ec73964a0332_m01x_v_5a8585bc_OpenImages_StableDiffusion_v4', '1c68ec73964a0332_m01x_v_5a8585bc_OpenImages_StableDiffusion_v4']"
c698f4f101a2d16d,"[""['bust', 'bronze sculpture']""]","A bronze sculpture bust",3,"['c698f4f101a2d16d_m01yx86_cffae025_OpenImages_StableDiffusion_XL', 'c698f4f101a2d16d_m04yqq2_72a66493_OpenImages_StableDiffusion_XL', 'c698f4f101a2d16d_m01yx86_cffae025_OpenImages_OpenJourney']"
764b7a05c634c23f,"[""['high heels', 'boot']""]","A boot with high heels",4,"['764b7a05c634c23f_m06k2mb_0fe393d6_OpenImages_StableDiffusion_v5', '764b7a05c634c23f_m06k2mb_0fe393d6_OpenImages_StableDiffusion_XL', '764b7a05c634c23f_m01b638_df51d6f4_OpenImages_StableDiffusion_XL', '764b7a05c634c23f_m01b638_df51d6f4_OpenImages_StableDiffusion_v5']"
6a3f4cc422ca16d1,"[""['drink', 'orange (fruit)', 'grapefruit']""]","A drink with orange and grapefruit",4,"['6a3f4cc422ca16d1_m0271t_63991dae_OpenImages_StableDiffusion_v4', '6a3f4cc422ca16d1_m0hqkz_25ea1d78_OpenImages_Kandinsky_2_2', '6a3f4cc422ca16d1_m0hqkz_25ea1d78_OpenImages_StableDiffusion_v5', '6a3f4cc422ca16d1_m0271t_63991dae_OpenImages_Kandinsky_2_2']"
e3ca7de8aa638f6a,"[""['spoon', 'coffee (drink)', 'saucer', 'drink', 'bottle', 'coffee cup', 'tea']""]","A bottle and a saucer with a cup of coffee or tea and a spoon",4,"['e3ca7de8aa638f6a_m02vqfm_1c2e49d7_OpenImages_OpenJourney', 'e3ca7de8aa638f6a_m0cmx8_366190d0_OpenImages_StableDiffusion_XL', 'e3ca7de8aa638f6a_m02vqfm_1c2e49d7_OpenImages_StableDiffusion_XL', 'e3ca7de8aa638f6a_m0cmx8_366190d0_OpenImages_StableDiffusion_v5']"
f722edf6695264e1,"[""['teapot', 'mug', 'kettle', 'saucer', 'coffee cup']""]","A teapot on the kettle and a coffee cup on a saucer",4,"['f722edf6695264e1_m03s_tn_9963884b_OpenImages_StableDiffusion_v5', 'f722edf6695264e1_m02p5f1q_fac7cc24_OpenImages_StableDiffusion_XL', 'f722edf6695264e1_m02jvh9_b0457595_OpenImages_StableDiffusion_XL', 'f722edf6695264e1_m03q5c7_2c3bcf3d_OpenImages_StableDiffusion_XL']"
a1b204b6512f9242,"[""['harbor seal', 'sea lion', 'otter']""]","A harbor seal or a sea lion or an otter",3,"['a1b204b6512f9242_m0gd36_d0a3165f_OpenImages_StableDiffusion_v4', 'a1b204b6512f9242_m0gd36_d0a3165f_OpenImages_OpenJourney', 'a1b204b6512f9242_m0cn6p_efc8ef49_OpenImages_StableDiffusion_v4']"
bd3607a4b241c06d,"[""['washing machine']""]","A washing machine",3,"['bd3607a4b241c06d_m0174k2_586fbd1b_OpenImages_Kandinsky_2_2', 'bd3607a4b241c06d_m0174k2_586fbd1b_OpenImages_OpenJourney', 'bd3607a4b241c06d_m0174k2_586fbd1b_OpenImages_StableDiffusion_v5']"
