,image_id,image_path,ratio_category,entities,label,og_image
1555,a1b204b6512f9242,original/images/OpenImages/a1b204b6512f9242.jpg,,"['harbor seal', 'sea lion', 'otter']",real,
1567,bd3607a4b241c06d_m0174k2_586fbd1b_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_wooden_table.jpeg,bin5,['washing machine'],fake,bd3607a4b241c06d
1579,df6a51c635afe963_m02p5f1q_8ee3aa8d_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/scenic.jpeg,bin4,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",fake,df6a51c635afe963
1594,ddb2047a165799b4_m024g6_d284a514_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/in_a_forest_with_mushrooms.jpeg,bin4,"['cocktail', 'juice']",fake,ddb2047a165799b4
1603,e6e6865c1f6b8e87_m07j87_b26cac97_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/painting.jpeg,bin2,"['tomato', 'pizza']",fake,e6e6865c1f6b8e87
1604,2646412c48fa2d2f_m015wgc_d0623c87_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_snowy_day.jpeg,bin4,['croissant'],fake,2646412c48fa2d2f
1611,e6e6865c1f6b8e87_m07j87_f76a6401_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/an_experienced.jpeg,bin1,"['tomato', 'pizza']",fake,e6e6865c1f6b8e87
1613,b22737782d386723,original/images/OpenImages/b22737782d386723.jpg,,"['human ear', 'swimwear', 'human mouth']",real,
1622,38c6a73c3e1fc3d2_m02dl1y_7dee5358_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_clear_and_breezy_day.jpeg,bin1,"['cowboy hat', 'hat']",fake,38c6a73c3e1fc3d2
1648,e3ca083901d78d37_m03fwl_e729982c_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/munching_on.jpeg,bin3,"['sheep', 'goat']",fake,e3ca083901d78d37
1673,ebb9a47f006b7d49_m02vqfm_296c2d12_OpenImages_OpenJourney,p2p/OpenImages/SDv4/phone_attached_to.jpeg,bin3,"['saucer', 'coffee cup', 'tea', 'coffee (drink)']",fake,ebb9a47f006b7d49
1682,2ed68ac9c200a034_m029b3_0a389be9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_snowy_and_icy_day.jpeg,bin4,['dice'],fake,2ed68ac9c200a034
1723,cfc964f6e8a96301_m01599_60dd36e0_OpenImages_OpenJourney,p2p/OpenImages/SDv4/and_a_pen.jpeg,bin5,"['wine', 'bottle', 'beer']",fake,cfc964f6e8a96301
1744,5fdedcd2143479b3_m03q5c7_1b9393dd_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/during_a_thunderstorm.jpeg,bin1,"['saucer', 'coffee cup', 'bread']",fake,5fdedcd2143479b3
1748,6d1bfe7adfaf407d_m01nkt_9b7e162d_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/rustic.jpeg,bin4,"['hamburger', 'cheese']",fake,6d1bfe7adfaf407d
1749,875338d0d45abc20_m01z1kdw_f25f653a_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_coral_reef_restoration_dive_with_divers_replacing_damaged_coral.jpeg,bin5,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",fake,875338d0d45abc20
1763,5a26ee6c6175ae97_m0_cp5_f7940825_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/a_tripod.jpeg,bin4,['oyster'],fake,5a26ee6c6175ae97
1785,5de7fc6ecb724cff,original/images/OpenImages/5de7fc6ecb724cff.jpg,,"['tie', 'trousers']",real,
1788,f7dc53f11acde989_m01dwwc_9c41602c_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/cream.jpeg,bin4,['pancake'],fake,f7dc53f11acde989
1794,31c66704f5623e96_m0cnyhnx_957547c9_OpenImages_OpenJourney,p2p/OpenImages/SDv4/pink_cotton_scarf.jpeg,bin5,"['cattle', 'bull']",fake,31c66704f5623e96
1799,3928a399e08e1758_m026qbn5_4b39f480_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/at_a_farm.jpeg,bin5,"['pillow', 'studio couch', 'couch']",fake,3928a399e08e1758
1800,b22737782d386723_m039xj__2cafd563_OpenImages_OpenJourney,p2p/OpenImages/SDv4/with_a_monocular.jpeg,bin1,"['human ear', 'swimwear', 'human mouth']",fake,b22737782d386723
1804,b2ebfacff545ad09_m0242l_3826bd37_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_snowy_day.jpeg,bin1,['coin'],fake,b2ebfacff545ad09
1806,409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/in_a_co-working_space.jpeg,bin3,['aircraft'],fake,409fb6aa7a58f7fc
1817,e16d9f29e2462eea_m0jy4k_f3d9cda7_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/desert_landscape.jpeg,bin5,"['bagel', 'doughnut']",fake,e16d9f29e2462eea
1828,5de7fc6ecb724cff_m07mhn_86811b89_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/woods.jpeg,bin2,"['tie', 'trousers']",fake,5de7fc6ecb724cff
1838,f820c39c5300de83_m01bfm9_644e6684_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/on_a_sunny_day.jpeg,bin2,"['shorts', 'volleyball (ball)', 'woman']",fake,f820c39c5300de83
1839,a1b204b6512f9242_m0gd36_d0a3165f_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_the_runway_lights_on.jpeg,bin5,"['harbor seal', 'sea lion', 'otter']",fake,a1b204b6512f9242
1842,18eedb7aeb04344a,original/images/OpenImages/18eedb7aeb04344a.jpg,,"['drink', 'beer']",real,
1845,2c5681a1d46ea716_m07fbm7_0e48fd4f_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/eye-catching.jpeg,bin2,"['cake', 'strawberry']",fake,2c5681a1d46ea716
1870,26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/on_a_rainy_day.jpeg,bin5,['skyscraper'],fake,26912ba548456bd8
1873,e16d9f29e2462eea_m01fb_0_2969141c_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/lizard.jpeg,bin3,"['bagel', 'doughnut']",fake,e16d9f29e2462eea
1874,1e74328369e70739_m0hqkz_4851b222_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/a_book.jpeg,bin3,['grapefruit'],fake,1e74328369e70739
1877,74b714ee6721e879_m0hf58v5_5e605181_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/with_a_stack_of_books_waiting_to_be_shelved.jpeg,bin2,"['luggage and bags', 'girl']",fake,74b714ee6721e879
1909,873d1d9c65b7b7a1_m01gkx__557269d4_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/in_a_park.jpeg,bin3,['swimwear'],fake,873d1d9c65b7b7a1
1925,18eedb7aeb04344a_m01599_90771dd1_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/during_a_hailstorm.jpeg,bin5,"['drink', 'beer']",fake,18eedb7aeb04344a
1926,764b7a05c634c23f_m06k2mb_0fe393d6_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/rainy.jpeg,bin5,"['high heels', 'boot']",fake,764b7a05c634c23f
1943,200eaae66a594057_m0fly7_9c3462c1_OpenImages_OpenJourney,p2p/OpenImages/SDv4/manta_rays.jpeg,bin2,"['jeans', 'trousers']",fake,200eaae66a594057
1956,0650a130d7f707b5_m0jly1_08143be0_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_wooden_bench_in_a_park.jpeg,bin3,"['turkey', 'chicken']",fake,0650a130d7f707b5
1957,35abdcbd62e7f8a4_m09j2d_92fb90d1_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/cookies_with_personalized_messages_on_top.jpeg,bin3,['clothing'],fake,35abdcbd62e7f8a4
1963,591039865a4d874a_m050k8_8ba80f18_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/store.jpeg,bin5,"['mobile phone', 'ipod']",fake,591039865a4d874a
1969,873d1d9c65b7b7a1_m01gkx__cacf7380_OpenImages_OpenJourney,p2p/OpenImages/SDv4/broken.jpeg,bin3,['swimwear'],fake,873d1d9c65b7b7a1
1983,cfc964f6e8a96301_m081qc_bfb05bbd_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/cotton.jpeg,bin5,"['wine', 'bottle', 'beer']",fake,cfc964f6e8a96301
1989,b9ed4725c0ca9f60_m0jly1_9074f7e9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_black_background.jpeg,bin4,['turkey'],fake,b9ed4725c0ca9f60
1998,802539e8caa1611d_m01jfm__c569cf04_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_glass_of_wine.jpeg,bin2,"['car', 'vehicle registration plate']",fake,802539e8caa1611d
2004,38c6a73c3e1fc3d2_m02dl1y_dd1a6ddc_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/rock_outcropping.jpeg,bin3,"['cowboy hat', 'hat']",fake,38c6a73c3e1fc3d2
2013,591039865a4d874a,original/images/OpenImages/591039865a4d874a.jpg,,"['mobile phone', 'ipod']",real,
2020,2ed68ac9c200a034_m029b3_7f53ded7_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/front_of.jpeg,bin4,['dice'],fake,2ed68ac9c200a034
2022,97bd4d44d3eba27d_m01bqk0_d6fd7d47_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/tomatoes.jpeg,bin3,"['man', 'bicycle wheel']",fake,97bd4d44d3eba27d
2026,a83f96e6a35124c7,original/images/OpenImages/a83f96e6a35124c7.jpg,,"['fish', 'whale', 'dolphin']",real,
2044,2c5681a1d46ea716_m07fbm7_56eae7d0_OpenImages_OpenJourney,p2p/OpenImages/SDv4/dollops_of.jpeg,bin3,"['cake', 'strawberry']",fake,2c5681a1d46ea716
2056,875338d0d45abc20_m0cyhj__3bddb370_OpenImages_StableDiffusion_XL,"p2p/ADE20K/OJ/it:___+
_a_curious_dog.jpeg",bin3,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",fake,875338d0d45abc20
2087,8e164d1a6f6edbf4_m01f91__4f6b7a78_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/colorful.jpeg,bin4,['pretzel'],fake,8e164d1a6f6edbf4
2093,6a3f4cc422ca16d1_m0hqkz_25ea1d78_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/tourist.jpeg,bin5,"['drink', 'orange (fruit)', 'grapefruit']",fake,6a3f4cc422ca16d1
2113,cfc964f6e8a96301_m01599_60dd36e0_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/giraffe.jpeg,bin5,"['wine', 'bottle', 'beer']",fake,cfc964f6e8a96301
2150,591039865a4d874a_m050k8_8ba80f18_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/cute.jpeg,bin5,"['mobile phone', 'ipod']",fake,591039865a4d874a
2154,fb43156f7d0a6b94_m0_cp5_db7865ec_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/with_a_rattan_placemat.jpeg,bin1,"['platter', 'oyster']",fake,fb43156f7d0a6b94
2199,1290db73f773e299_m07j87_c6d0fa20_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/defiant.jpeg,bin2,"['tomato', 'carrot']",fake,1290db73f773e299
2203,c861036dc15f8bca_m027pcv_f78eb5a0_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_serene_beach_with_the_sound_of_waves_in_the_background.jpeg,bin1,['zucchini'],fake,c861036dc15f8bca
2207,4f7111413fecde01,original/images/OpenImages/4f7111413fecde01.jpg,,['high heels'],real,
2229,22d9e033dadee2ab_m08hvt4_00b99c09_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/fashionable.jpeg,bin5,"['jug', 'vase', 'teapot', 'pitcher (container)']",fake,22d9e033dadee2ab
2233,200eaae66a594057_m0fly7_6a49ef32_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/violet.jpeg,bin1,"['jeans', 'trousers']",fake,200eaae66a594057
2237,802539e8caa1611d_m0k4j_bec290b3_OpenImages_OpenJourney,p2p/OpenImages/SDv4/apples.jpeg,bin3,"['car', 'vehicle registration plate']",fake,802539e8caa1611d
2248,6a951ffda4eb0a0b_m0cd4d_32e0bc8e_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/crowded_city.jpeg,bin5,"['leopard', 'cheetah', 'jaguar (animal)']",fake,6a951ffda4eb0a0b
2267,f509159922bd5baa_m04dr76w_c5a9a2d9_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/clear.jpeg,bin2,['bottle'],fake,f509159922bd5baa
2284,5f2c6ffc9d36ed35_m0cdn1_cb8760ab_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_snowy_and_windy_day.jpeg,bin3,"['hamburger', 'bread']",fake,5f2c6ffc9d36ed35
2294,873d1d9c65b7b7a1_m01gkx__557269d4_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/oil_pastel.jpeg,bin3,['swimwear'],fake,873d1d9c65b7b7a1
2296,5855782749c3ed0b_m018xm_3e5cb88f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/cherries.jpeg,bin2,"['billiard table', 'ball (object)']",fake,5855782749c3ed0b
2297,f49b39356ee510f4,original/images/OpenImages/f49b39356ee510f4.jpg,,['rhinoceros'],real,
2299,fa18e35a0def0b4f_m0cyhj__22eeb0f0_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/a_stream_running_through_it.jpeg,bin2,['orange (fruit)'],fake,fa18e35a0def0b4f
2313,7ca419af2bf4b432_m0k5j_6c1e3952_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/desert_landscape.jpeg,bin3,"['aircraft', 'fixed-wing aircraft']",fake,7ca419af2bf4b432
2316,addd2b526748b761_m02fq_6_e9d32cf1_OpenImages_OpenJourney,p2p/OpenImages/SDv4/log.jpeg,bin4,"['cowboy hat', 'fedora']",fake,addd2b526748b761
2370,a273f504b47d0670,original/images/OpenImages/a273f504b47d0670.jpg,,"['carnivore', 'cat']",real,
2396,6d1bfe7adfaf407d,original/images/OpenImages/6d1bfe7adfaf407d.jpg,,"['hamburger', 'cheese']",real,
2416,b9ed4725c0ca9f60_m0jly1_348ab3ab_OpenImages_OpenJourney,p2p/OpenImages/SDv4/of_a_graphic_novel.jpeg,bin5,['turkey'],fake,b9ed4725c0ca9f60
2429,89d8c4de1f2f3f07_m01m2v_dfc66fe6_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/an_elderly_person.jpeg,bin3,"['laptop', 'computer keyboard']",fake,89d8c4de1f2f3f07
2437,5bf182c14ade8c4f,original/images/OpenImages/5bf182c14ade8c4f.jpg,,['horse'],real,
2439,35abdcbd62e7f8a4,original/images/OpenImages/35abdcbd62e7f8a4.jpg,,['clothing'],real,
2440,8440b82a456faf37,original/images/OpenImages/8440b82a456faf37.jpg,,['cake'],real,
2454,74b714ee6721e879_m0hf58v5_1fed12e0_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_rain.jpeg,bin1,"['luggage and bags', 'girl']",fake,74b714ee6721e879
2469,95653b68e47ff420_m0fm3zh_5cfefc5f_OpenImages_OpenJourney,p2p/OpenImages/SDv4/happy.jpeg,bin2,['flowerpot'],fake,95653b68e47ff420
2521,ef80dcc193773eae_m03bt1vf_2cd4f65c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dining.jpeg,bin5,"['woman', 'girl']",fake,ef80dcc193773eae
2527,7b4e7878bf1aecb3_m01tcjp_8536566d_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/professional.jpeg,bin5,['muffin'],fake,7b4e7878bf1aecb3
2530,1993005e3e47a261_m07mhn_9b27f672_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_windy_day.jpeg,bin1,"['jeans', 'trousers', 'human body']",fake,1993005e3e47a261
2542,e3ca7de8aa638f6a_m02vqfm_1c2e49d7_OpenImages_OpenJourney,p2p/OpenImages/SDv4/trench_coat.jpeg,bin4,"['spoon', 'coffee (drink)', 'saucer', 'drink', 'bottle', 'coffee cup', 'tea']",fake,e3ca7de8aa638f6a
2564,df6a51c635afe963_m02p5f1q_e14491a5_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/apples.jpeg,bin5,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",fake,df6a51c635afe963
2605,df6a51c635afe963_m02jvh9_c3d348fc_OpenImages_OpenJourney,p2p/OpenImages/SDv4/young.jpeg,bin4,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",fake,df6a51c635afe963
2626,9157d7a27084111b_m02crq1_43d9321c_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/during_a_hailstorm.jpeg,bin2,"['studio couch', 'sofa bed', 'couch']",fake,9157d7a27084111b
2637,b2916bddaa2d55eb_m021mn_3c1f8fca_OpenImages_OpenJourney,p2p/OpenImages/SDv4/coastal.jpeg,bin4,['cookie'],fake,b2916bddaa2d55eb
2660,dde0f0d1cb4c50dc_m01lrl_a68188f0_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/rusty.jpeg,bin3,['carnivore'],fake,dde0f0d1cb4c50dc
2666,df6a51c635afe963_m03hj559_a91e4d6b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/gray.jpeg,bin5,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",fake,df6a51c635afe963
2670,5cb4587ec30a3020_m068zj_feb37ced_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_thunderstorm.jpeg,bin2,['pig'],fake,5cb4587ec30a3020
2687,179846a7e34ba228_m039xj__28027b21_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/during_a_blizzard.jpeg,bin1,"['suit', 'human ear']",fake,179846a7e34ba228
2690,adc6cb08fcafcf77_m01xq0k1_be028a0d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/spacesuit.jpeg,bin2,['cattle'],fake,adc6cb08fcafcf77
2710,43200d1e5c86e555_m0jg57_e046de35_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/during_a_thunderstorm.jpeg,bin4,['bell pepper'],fake,43200d1e5c86e555
2733,3928a399e08e1758_m02crq1_17c89498_OpenImages_OpenJourney,p2p/OpenImages/SDv4/modern.jpeg,bin5,"['pillow', 'studio couch', 'couch']",fake,3928a399e08e1758
2750,d19f33c0904d6776,original/images/OpenImages/d19f33c0904d6776.jpg,,"['wheel', 'bus']",real,
2758,a7feceea20efd89f,original/images/OpenImages/a7feceea20efd89f.jpg,,"['cowboy hat', 'sun hat', 'fedora']",real,
2760,faf6d30a2f4398af_m07mhn_7bda4aff_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_sandy_beach.jpeg,bin2,"['roller skates', 'girl', 'trousers']",fake,faf6d30a2f4398af
2774,409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_fall_foliage_day.jpeg,bin3,['aircraft'],fake,409fb6aa7a58f7fc
2786,8e164d1a6f6edbf4_m01f91__52f0f8d7_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/in_a_blue_ceramic_pot.jpeg,bin4,['pretzel'],fake,8e164d1a6f6edbf4
2819,bd3607a4b241c06d,original/images/OpenImages/bd3607a4b241c06d.jpg,,['washing machine'],real,
2822,347b0afa5c8808d8_m02zvsm_79cb223f_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/in_the_snow.jpeg,bin5,"['tart', 'strawberry']",fake,347b0afa5c8808d8
2833,5855782749c3ed0b_m018xm_2ba4bd8e_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/cat.jpeg,bin4,"['billiard table', 'ball (object)']",fake,5855782749c3ed0b
2872,5bf182c14ade8c4f_m03k3r_e3181618_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/camera.jpeg,bin2,['horse'],fake,5bf182c14ade8c4f
2876,97bd4d44d3eba27d,original/images/OpenImages/97bd4d44d3eba27d.jpg,,"['man', 'bicycle wheel']",real,
2887,05122205d3994c32_m05vtc_77413147_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/at_dusk.jpeg,bin3,['potato'],fake,05122205d3994c32
2901,1e74328369e70739_m0hqkz_668d48c1_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/with_lace_details.jpeg,bin3,['grapefruit'],fake,1e74328369e70739
2906,3d37a6b6be146c12_m03fwl_c2936328_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin1,['goat'],fake,3d37a6b6be146c12
2930,925d1489dc88f3f3_m0cdn1_bf4e8ed6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/grass.jpeg,bin4,['hamburger'],fake,925d1489dc88f3f3
2940,3df749836e00ec37_m0dbvp_fc31266a_OpenImages_OpenJourney,p2p/OpenImages/SDv4/pet.jpeg,bin1,"['goose', 'swan']",fake,3df749836e00ec37
2943,c698f4f101a2d16d_m04yqq2_72a66493_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/ceramic.jpeg,bin5,"['bust', 'bronze sculpture']",fake,c698f4f101a2d16d
3005,4f7111413fecde01_m06k2mb_8e8ae3b8_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_aquarium.jpeg,bin4,['high heels'],fake,4f7111413fecde01
3010,8440b82a456faf37_m0fszt_59c05034_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/video.jpeg,bin3,['cake'],fake,8440b82a456faf37
3026,4e9df759ce180a15_m01226z_05483c8a_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/under_a_tree.jpeg,bin1,"['woman', 'football']",fake,4e9df759ce180a15
3035,c861036dc15f8bca_m027pcv_3dde2a0c_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/panoramic.jpeg,bin1,['zucchini'],fake,c861036dc15f8bca
3040,bbfe88937357fd71_m02zvsm_035c220f_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/a_zebra.jpeg,bin5,"['tart', 'tomato', 'cheese', 'bread']",fake,bbfe88937357fd71
3057,28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/cuddling_a_ball_of_rabbits.jpeg,bin5,['flower'],fake,28d5b8a619808f60
3093,fecf91dd4a41cd96_m0ch_cf_703f7f29_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/yellow.jpeg,bin1,"['goldfish', 'fish']",fake,fecf91dd4a41cd96
3099,3fdfe506da22acaa_m0ch_cf_00434cf6_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/dimly_lit.jpeg,bin4,['fish'],fake,3fdfe506da22acaa
3124,43200d1e5c86e555_m0jg57_7a29d137_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv5/a_salad.jpeg,bin4,['bell pepper'],fake,43200d1e5c86e555
3130,500b6180c0d29747_m02cvgx_1c7b3a13_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/modern.jpeg,bin3,"['winter melon', 'squash (plant)']",fake,500b6180c0d29747
3131,875338d0d45abc20_m0cyhj__3bddb370_OpenImages_OpenJourney,p2p/OpenImages/SDv4/swimming_pool.jpeg,bin3,"['cocktail', 'orange (fruit)', 'juice', 'lemon (plant)']",fake,875338d0d45abc20
3149,279ca908e642fd7a,original/images/OpenImages/279ca908e642fd7a.jpg,,"['boy', 'human mouth']",real,
3164,fdc74a42fdd67589_m02vqfm_8d96e07d_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/in_the_early_hours_of_the_day.jpeg,bin5,"['saucer', 'coffee cup', 'coffee (drink)']",fake,fdc74a42fdd67589
3186,df6a51c635afe963_m02jvh9_6cff6d88_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/by_the_ocean.jpeg,bin5,"['coffee cup', 'bowl', 'mug', 'mixing bowl']",fake,df6a51c635afe963
3192,e3ca083901d78d37_m03fwl_e729982c_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_glow_of_the_moon.jpeg,bin3,"['sheep', 'goat']",fake,e3ca083901d78d37
3195,580b2fe0333192e0_m02p5f1q_81b4c802_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/in_the_rain.jpeg,bin5,"['coffee (drink)', 'coffee cup']",fake,580b2fe0333192e0
3198,69c3fcecd632d261,original/images/OpenImages/69c3fcecd632d261.jpg,,['bird'],real,
3200,622e074fe98116c3,original/images/OpenImages/622e074fe98116c3.jpg,,"['jug', 'pitcher (container)', 'flowerpot', 'vase']",real,
3233,8440b82a456faf37_m0fszt_d94f42f2_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/delightsful.jpeg,bin1,['cake'],fake,8440b82a456faf37
3250,8c1d24dcbaeec096_m02zn6n_3fab2915_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/during_a_thunderstorm.jpeg,bin1,['barrel'],fake,8c1d24dcbaeec096
3252,4e9df759ce180a15,original/images/OpenImages/4e9df759ce180a15.jpg,,"['woman', 'football']",real,
3262,a29e85514998dff0_m0cyhj__992ae04b_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/and_a_group_of_horses_grazing_in_the_field.jpeg,bin4,"['bowl', 'orange (fruit)', 'grapefruit', 'apple']",fake,a29e85514998dff0
3270,2406df385f602b9b,original/images/OpenImages/2406df385f602b9b.jpg,,"['zucchini', 'cucumber']",real,
3277,63cb39d5401e1a6e,original/images/OpenImages/63cb39d5401e1a6e.jpg,,"['woman', 'swimwear']",real,
3287,54ba1ec0d85d45b1_m06m11_b51e5de6_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/a_group_of.jpeg,bin4,"['vase', 'rose']",fake,54ba1ec0d85d45b1
3288,9157d7a27084111b,original/images/OpenImages/9157d7a27084111b.jpg,,"['studio couch', 'sofa bed', 'couch']",real,
3301,b99df92d7b79dec8_m02p5f1q_da5dddc7_OpenImages_OpenJourney,p2p/OpenImages/SDv4/during_a_thunderstorm.jpeg,bin5,"['spoon', 'coffee cup', 'drink']",fake,b99df92d7b79dec8
3303,409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,bin3,['aircraft'],fake,409fb6aa7a58f7fc
3304,b2a369f311184a17_m06j2d_65d81167_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/beach.jpeg,bin1,"['eagle', 'raven']",fake,b2a369f311184a17
3306,580b2fe0333192e0_m02p5f1q_81b4c802_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/ornamental.jpeg,bin5,"['coffee (drink)', 'coffee cup']",fake,580b2fe0333192e0
3315,958db65f66dd29ea_m04kkgm_ada101f8_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/disabled.jpeg,bin5,"['coffee cup', 'bowl']",fake,958db65f66dd29ea
3317,c3eed75afb2a6e35_m03q5c7_1fb56a5b_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/on_a_clear_day.jpeg,bin4,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']",fake,c3eed75afb2a6e35
3320,a273f504b47d0670_m01yrx_a0626e8b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/magenta_and_fuchsia.jpeg,bin5,"['carnivore', 'cat']",fake,a273f504b47d0670
